DATA SET,DATE,PLAYER,"OWN
TEAM","OPPONENT
TEAM","VENUE
(R/H)",MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2013-2014 Regular Season,4/11/14,Trevor Ariza,Washington,Orlando,R,27.49,3,10,0,4,2,2,1,2,3,2,2,1,0,0,8
2013-2014 Regular Season,4/11/14,Trevor Booker,Washington,Orlando,R,28.07,7,10,0,0,0,0,1,2,3,0,0,0,1,1,14
2013-2014 Regular Season,4/11/14,Marcin Gortat,Washington,Orlando,R,30.94,4,12,0,0,4,4,2,4,6,3,3,0,3,1,12
2013-2014 Regular Season,4/11/14,Bradley Beal,Washington,Orlando,R,35.35,4,10,2,5,6,10,2,2,4,1,4,3,1,0,16
2013-2014 Regular Season,4/11/14,John Wall,Washington,Orlando,R,37.12,3,10,0,5,4,4,1,4,5,12,3,0,1,1,10
2013-2014 Regular Season,4/11/14,Nene Hilario,Washington,Orlando,R,19.92,7,11,0,0,3,6,1,2,3,2,0,1,2,1,17
2013-2014 Regular Season,4/11/14,Martell Webster,Washington,Orlando,R,7.52,0,2,0,1,1,2,0,0,0,0,0,1,1,0,1
2013-2014 Regular Season,4/11/14,Otto Porter,Washington,Orlando,R,25.75,4,10,0,2,1,1,3,6,9,0,1,0,0,0,9
2013-2014 Regular Season,4/11/14,Al Harrington,Washington,Orlando,R,16.99,3,7,0,2,3,4,2,7,9,0,0,1,1,0,9
2013-2014 Regular Season,4/11/14,Garrett Temple,Washington,Orlando,R,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Andre Miller,Washington,Orlando,R,10.87,0,0,0,0,0,0,0,2,2,4,6,0,2,0,0
2013-2014 Regular Season,4/11/14,Maurice Harkless,Orlando,Washington,H,30.44,1,4,0,1,0,0,0,2,2,0,3,0,1,0,2
2013-2014 Regular Season,4/11/14,Kyle O'Quinn,Orlando,Washington,H,24.54,6,9,0,0,1,4,2,7,9,1,2,0,1,3,13
2013-2014 Regular Season,4/11/14,Dewayne Dedmon,Orlando,Washington,H,24.92,1,7,0,0,2,2,4,6,10,1,3,1,1,1,4
2013-2014 Regular Season,4/11/14,Arron Afflalo,Orlando,Washington,H,31.24,6,14,1,4,6,6,0,2,2,1,0,1,2,0,19
2013-2014 Regular Season,4/11/14,Jameer Nelson,Orlando,Washington,H,33.97,5,16,0,5,2,4,2,5,7,11,4,2,4,0,12
2013-2014 Regular Season,4/11/14,Andrew Nicholson,Orlando,Washington,H,22.15,2,8,0,1,0,0,2,3,5,1,6,1,0,0,4
2013-2014 Regular Season,4/11/14,Doron Lamb,Orlando,Washington,H,19.12,4,5,3,4,0,0,0,1,1,1,2,1,0,0,11
2013-2014 Regular Season,4/11/14,Victor Oladipo,Orlando,Washington,H,16,3,5,0,0,0,0,0,2,2,1,5,2,3,0,6
2013-2014 Regular Season,4/11/14,Tobias Harris,Orlando,Washington,H,24.4,4,7,0,2,2,2,0,3,3,2,5,1,2,1,10
2013-2014 Regular Season,4/11/14,E'Twaun Moore,Orlando,Washington,H,13.25,0,2,0,2,5,6,0,1,1,2,1,0,2,0,5
2013-2014 Regular Season,4/11/14,Carmelo Anthony,New York,Toronto,R,38.89,8,17,1,3,13,14,1,7,8,3,3,3,2,0,30
2013-2014 Regular Season,4/11/14,Amar'e Stoudemire,New York,Toronto,R,39.87,10,14,0,0,4,6,3,8,11,0,3,0,0,1,24
2013-2014 Regular Season,4/11/14,Tyson Chandler,New York,Toronto,R,29.85,1,2,0,0,4,4,0,7,7,1,3,0,2,0,6
2013-2014 Regular Season,4/11/14,J.R. Smith,New York,Toronto,R,36.4,4,10,3,9,4,4,0,1,1,1,4,0,2,1,15
2013-2014 Regular Season,4/11/14,Raymond Felton,New York,Toronto,R,31.45,4,12,0,3,4,4,1,1,2,4,1,0,0,0,12
2013-2014 Regular Season,4/11/14,Iman Shumpert,New York,Toronto,R,27.72,4,9,0,3,3,4,1,4,5,1,6,2,0,0,11
2013-2014 Regular Season,4/11/14,Tim Hardaway,New York,Toronto,R,12.22,2,5,0,3,0,0,1,0,1,1,1,0,1,0,4
2013-2014 Regular Season,4/11/14,Cole Aldrich,New York,Toronto,R,6.54,0,1,0,0,0,0,0,2,2,0,1,0,0,1,0
2013-2014 Regular Season,4/11/14,Pablo Prigioni,New York,Toronto,R,17.09,2,3,2,3,0,0,0,2,2,5,2,1,1,0,6
2013-2014 Regular Season,4/11/14,Terrence Ross,Toronto,New York,H,28.29,4,12,3,10,2,2,1,1,2,0,5,0,2,0,13
2013-2014 Regular Season,4/11/14,Amir Johnson,Toronto,New York,H,17.05,0,1,0,0,0,0,0,3,3,2,1,0,0,1,0
2013-2014 Regular Season,4/11/14,Jonas Valanciunas,Toronto,New York,H,37.47,5,14,0,0,4,7,8,13,21,0,2,1,1,1,14
2013-2014 Regular Season,4/11/14,DeMar DeRozan,Toronto,New York,H,42.89,6,18,2,4,12,13,1,4,5,5,2,0,4,0,26
2013-2014 Regular Season,4/11/14,Kyle Lowry,Toronto,New York,H,38.89,7,13,4,7,7,9,1,1,2,2,3,0,3,0,25
2013-2014 Regular Season,4/11/14,Patrick Patterson,Toronto,New York,H,15.5,2,3,2,2,0,0,1,1,2,1,5,0,2,0,6
2013-2014 Regular Season,4/11/14,Greivis Vasquez,Toronto,New York,H,19.45,2,6,2,4,0,0,0,2,2,3,0,0,2,1,6
2013-2014 Regular Season,4/11/14,John Salmons,Toronto,New York,H,22.95,4,7,2,5,0,0,1,1,2,2,3,0,0,0,10
2013-2014 Regular Season,4/11/14,Tyler Hansbrough,Toronto,New York,H,7.64,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2013-2014 Regular Season,4/11/14,Chuck Hayes,Toronto,New York,H,6.57,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2013-2014 Regular Season,4/11/14,Steve Novak,Toronto,New York,H,3.34,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Michael Kidd-Gilchrist,Charlotte,Boston,R,19.8,5,9,0,0,0,1,2,4,6,3,4,1,0,2,10
2013-2014 Regular Season,4/11/14,Josh McRoberts,Charlotte,Boston,R,30.4,3,5,3,4,0,0,0,3,3,10,2,0,3,0,9
2013-2014 Regular Season,4/11/14,Al Jefferson,Charlotte,Boston,R,39.34,16,26,0,0,0,0,2,8,10,4,2,1,3,0,32
2013-2014 Regular Season,4/11/14,Gerald Henderson,Charlotte,Boston,R,24.74,4,8,2,2,1,2,1,2,3,3,4,0,2,0,11
2013-2014 Regular Season,4/11/14,Luke Ridnour,Charlotte,Boston,R,31.15,4,9,1,3,0,0,0,2,2,5,1,3,0,0,9
2013-2014 Regular Season,4/11/14,Cody Zeller,Charlotte,Boston,R,17.6,1,3,0,0,1,2,2,1,3,0,1,1,1,0,3
2013-2014 Regular Season,4/11/14,Gary Neal,Charlotte,Boston,R,23.32,6,8,1,1,0,0,0,0,0,2,1,1,0,0,13
2013-2014 Regular Season,4/11/14,Jannero Pargo,Charlotte,Boston,R,16.87,2,10,0,4,0,0,0,2,2,4,1,3,2,0,4
2013-2014 Regular Season,4/11/14,Chris Douglas-Roberts,Charlotte,Boston,R,28.17,3,8,0,4,6,7,0,2,2,2,0,2,1,0,12
2013-2014 Regular Season,4/11/14,Bismack Biyombo,Charlotte,Boston,R,8.64,0,1,0,0,0,0,0,3,3,0,4,0,0,2,0
2013-2014 Regular Season,4/11/14,Jeff Green,Boston,Charlotte,H,34.1,8,11,1,1,1,1,0,3,3,3,4,1,6,0,18
2013-2014 Regular Season,4/11/14,Brandon Bass,Boston,Charlotte,H,34.37,7,12,0,0,4,4,3,6,9,3,0,0,0,2,18
2013-2014 Regular Season,4/11/14,Jared Sullinger,Boston,Charlotte,H,28.09,8,13,2,4,2,2,1,6,7,0,2,1,3,1,20
2013-2014 Regular Season,4/11/14,Avery Bradley,Boston,Charlotte,H,37.59,8,16,4,6,2,2,0,2,2,1,2,2,3,0,22
2013-2014 Regular Season,4/11/14,Phil Pressey,Boston,Charlotte,H,39.39,4,11,2,6,0,0,0,5,5,13,1,3,4,0,10
2013-2014 Regular Season,4/11/14,Jerryd Bayless,Boston,Charlotte,H,18.92,0,4,0,2,2,2,1,0,1,2,2,0,1,0,2
2013-2014 Regular Season,4/11/14,Kris Humphries,Boston,Charlotte,H,11.44,2,5,0,0,0,0,2,5,7,0,1,0,0,0,4
2013-2014 Regular Season,4/11/14,Kelly Olynyk,Boston,Charlotte,H,22.09,4,6,2,3,2,2,0,2,2,0,2,0,2,0,12
2013-2014 Regular Season,4/11/14,Chris Johnson,Boston,Charlotte,H,14.05,0,1,0,1,0,0,0,1,1,0,2,0,1,0,0
2013-2014 Regular Season,4/11/14,DeMarre Carroll,Atlanta,Brooklyn,R,36.77,6,11,0,3,0,0,2,9,11,0,2,0,2,0,12
2013-2014 Regular Season,4/11/14,Paul Millsap,Atlanta,Brooklyn,R,37.3,10,19,1,2,6,6,4,6,10,2,3,1,1,2,27
2013-2014 Regular Season,4/11/14,Elton Brand,Atlanta,Brooklyn,R,22.4,2,2,0,0,0,0,0,3,3,2,3,2,0,4,4
2013-2014 Regular Season,4/11/14,Kyle Korver,Atlanta,Brooklyn,R,37.49,1,8,0,5,1,1,0,7,7,2,2,0,3,1,3
2013-2014 Regular Season,4/11/14,Jeff Teague,Atlanta,Brooklyn,R,33.6,7,15,0,3,8,8,0,3,3,3,3,1,2,1,22
2013-2014 Regular Season,4/11/14,Pero Antic,Atlanta,Brooklyn,R,17.57,2,6,0,4,0,0,1,0,1,0,4,0,0,0,4
2013-2014 Regular Season,4/11/14,Louis Williams,Atlanta,Brooklyn,R,19.37,1,4,0,0,3,4,0,2,2,2,1,1,2,0,5
2013-2014 Regular Season,4/11/14,Cartier Martin,Atlanta,Brooklyn,R,4.37,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
2013-2014 Regular Season,4/11/14,Mike Scott,Atlanta,Brooklyn,R,10.7,4,7,0,1,0,0,1,1,2,0,0,0,1,0,8
2013-2014 Regular Season,4/11/14,Dennis Schroeder,Atlanta,Brooklyn,R,12.42,1,4,0,1,0,0,0,2,2,4,0,0,0,0,2
2013-2014 Regular Season,4/11/14,Mike Muscala,Atlanta,Brooklyn,R,8.04,2,2,0,0,2,2,1,1,2,1,1,0,0,1,6
2013-2014 Regular Season,4/11/14,Andrei Kirilenko,Brooklyn,Atlanta,H,27.27,3,6,0,0,2,4,4,0,4,3,1,0,0,0,8
2013-2014 Regular Season,4/11/14,Paul Pierce,Brooklyn,Atlanta,H,28.64,5,14,1,7,2,6,0,6,6,4,2,2,1,1,13
2013-2014 Regular Season,4/11/14,Kevin Garnett,Brooklyn,Atlanta,H,18.2,2,6,0,0,0,2,3,7,10,1,3,1,2,1,4
2013-2014 Regular Season,4/11/14,Joe Johnson,Brooklyn,Atlanta,H,32.07,4,15,1,5,0,0,0,7,7,3,1,0,4,0,9
2013-2014 Regular Season,4/11/14,Jorge Gutierrez,Brooklyn,Atlanta,H,28.47,4,5,0,0,3,4,0,1,1,4,4,2,2,0,11
2013-2014 Regular Season,4/11/14,Mason Plumlee,Brooklyn,Atlanta,H,28.64,6,6,0,0,5,7,1,3,4,3,2,1,0,1,17
2013-2014 Regular Season,4/11/14,Mirza Teletovic,Brooklyn,Atlanta,H,20.54,2,6,2,3,2,2,0,3,3,1,1,2,1,0,8
2013-2014 Regular Season,4/11/14,Marquis Teague,Brooklyn,Atlanta,H,25.25,2,5,0,0,0,0,0,1,1,2,5,0,2,0,4
2013-2014 Regular Season,4/11/14,Marcus Thornton,Brooklyn,Atlanta,H,30.95,6,17,2,7,0,0,1,1,2,1,2,1,2,0,14
2013-2014 Regular Season,4/11/14,Paul George,Indiana,Miami,R,39.67,7,17,3,8,5,7,2,3,5,5,2,2,4,0,22
2013-2014 Regular Season,4/11/14,David West,Indiana,Miami,R,25.8,7,13,0,0,4,4,1,7,8,1,6,0,1,1,18
2013-2014 Regular Season,4/11/14,Roy Hibbert,Indiana,Miami,R,33.75,2,7,0,0,1,2,0,1,1,2,2,0,0,2,5
2013-2014 Regular Season,4/11/14,Lance Stephenson,Indiana,Miami,R,34.92,4,7,1,1,2,2,0,4,4,3,3,1,4,0,11
2013-2014 Regular Season,4/11/14,George Hill,Indiana,Miami,R,32.74,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0
2013-2014 Regular Season,4/11/14,Ian Mahinmi,Indiana,Miami,R,13.7,1,1,0,0,0,0,1,4,5,1,3,0,1,0,2
2013-2014 Regular Season,4/11/14,Evan Turner,Indiana,Miami,R,16.27,1,5,1,1,0,0,0,2,2,2,1,0,1,0,3
2013-2014 Regular Season,4/11/14,C.J. Watson,Indiana,Miami,R,19.32,3,5,2,2,2,2,0,1,1,1,2,2,1,0,10
2013-2014 Regular Season,4/11/14,Luis Scola,Indiana,Miami,R,18.85,5,8,0,0,2,2,1,4,5,1,3,0,2,0,12
2013-2014 Regular Season,4/11/14,Chris Copeland,Indiana,Miami,R,3.35,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3
2013-2014 Regular Season,4/11/14,Lavoy Allen,Indiana,Miami,R,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Rasual Butler,Indiana,Miami,R,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Donald Sloan,Indiana,Miami,R,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,LeBron James,Miami,Indiana,H,34.87,11,20,2,4,12,13,1,5,6,1,1,1,2,1,36
2013-2014 Regular Season,4/11/14,Udonis Haslem,Miami,Indiana,H,31.27,5,7,0,0,1,4,4,5,9,0,2,1,1,0,11
2013-2014 Regular Season,4/11/14,Chris Bosh,Miami,Indiana,H,36.92,4,9,0,2,2,2,1,4,5,0,1,0,0,2,10
2013-2014 Regular Season,4/11/14,Toney Douglas,Miami,Indiana,H,15.19,3,3,1,1,0,0,0,1,1,3,2,1,0,0,7
2013-2014 Regular Season,4/11/14,Mario Chalmers,Miami,Indiana,H,28.69,6,14,1,2,0,0,2,3,5,5,5,2,1,0,13
2013-2014 Regular Season,4/11/14,Ray Allen,Miami,Indiana,H,28.57,3,7,1,3,3,3,0,4,4,2,2,2,2,0,10
2013-2014 Regular Season,4/11/14,Norris Cole,Miami,Indiana,H,23.02,1,3,1,2,0,0,0,1,1,2,3,2,0,0,3
2013-2014 Regular Season,4/11/14,Rashard Lewis,Miami,Indiana,H,20.42,1,8,0,2,1,2,1,2,3,1,1,1,1,0,3
2013-2014 Regular Season,4/11/14,Chris Andersen,Miami,Indiana,H,16.19,1,4,0,0,3,4,2,4,6,0,4,0,2,1,5
2013-2014 Regular Season,4/11/14,Shane Battier,Miami,Indiana,H,3.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-2014 Regular Season,4/11/14,Michael Beasley,Miami,Indiana,H,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Justin Hamilton,Miami,Indiana,H,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,James Jones,Miami,Indiana,H,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Kyle Singler,Detroit,Chicago,R,42.77,3,10,0,1,2,2,3,1,4,2,2,1,0,0,8
2013-2014 Regular Season,4/11/14,Greg Monroe,Detroit,Chicago,R,36.37,3,9,0,0,1,4,0,7,7,3,4,1,3,0,7
2013-2014 Regular Season,4/11/14,Andre Drummond,Detroit,Chicago,R,41.85,11,17,0,0,4,9,12,14,26,0,4,3,2,1,26
2013-2014 Regular Season,4/11/14,Rodney Stuckey,Detroit,Chicago,R,31.59,10,18,0,0,2,4,0,1,1,1,0,1,0,0,22
2013-2014 Regular Season,4/11/14,Brandon Jennings,Detroit,Chicago,R,33.67,7,17,1,5,2,2,0,4,4,3,3,1,3,1,17
2013-2014 Regular Season,4/11/14,Peyton Siva,Detroit,Chicago,R,17.19,4,7,2,5,2,2,0,0,0,0,4,0,1,0,12
2013-2014 Regular Season,4/11/14,Jonas Jerebko,Detroit,Chicago,R,17.79,1,4,1,3,0,0,0,1,1,3,3,0,1,0,3
2013-2014 Regular Season,4/11/14,Kentavious Caldwell-Pope,Detroit,Chicago,R,18.8,1,4,1,3,0,0,0,2,2,0,1,0,1,0,3
2013-2014 Regular Season,4/11/14,Mike Dunleavy,Chicago,Detroit,H,37.34,5,11,3,5,1,1,0,6,6,1,1,2,1,0,14
2013-2014 Regular Season,4/11/14,Carlos Boozer,Chicago,Detroit,H,24,7,8,0,0,4,5,1,6,7,0,2,0,2,0,18
2013-2014 Regular Season,4/11/14,Joakim Noah,Chicago,Detroit,H,39.7,2,10,0,0,2,2,2,10,12,10,4,2,3,3,6
2013-2014 Regular Season,4/11/14,Jimmy Butler,Chicago,Detroit,H,44.69,5,13,1,7,2,2,1,3,4,3,3,0,2,2,13
2013-2014 Regular Season,4/11/14,Kirk Hinrich,Chicago,Detroit,H,26.67,5,13,0,3,0,0,1,1,2,5,3,0,0,0,10
2013-2014 Regular Season,4/11/14,D.J. Augustin,Chicago,Detroit,H,28.09,7,14,1,4,9,10,1,3,4,6,5,1,2,0,24
2013-2014 Regular Season,4/11/14,Taj Gibson,Chicago,Detroit,H,27.55,7,10,0,0,3,3,3,1,4,2,1,0,1,2,17
2013-2014 Regular Season,4/11/14,Nazr Mohammed,Chicago,Detroit,H,4.75,2,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2013-2014 Regular Season,4/11/14,Tony Snell,Chicago,Detroit,H,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/11/14,Hollis Thompson,Philadelphia,Memphis,R,25.02,1,3,1,3,0,0,0,1,1,1,1,3,1,0,3
2013-2014 Regular Season,4/11/14,Thaddeus Young,Philadelphia,Memphis,R,27.2,8,17,2,4,0,0,1,3,4,0,4,3,2,0,18
2013-2014 Regular Season,4/11/14,Henry Sims,Philadelphia,Memphis,R,24.14,4,8,0,0,1,2,1,5,6,1,3,1,1,1,9
2013-2014 Regular Season,4/11/14,James Anderson,Philadelphia,Memphis,R,29.59,2,4,1,2,0,0,1,2,3,1,2,0,2,1,5
2013-2014 Regular Season,4/11/14,Michael Carter-Williams,Philadelphia,Memphis,R,26.85,4,13,0,0,0,0,0,6,6,5,1,1,1,0,8
2013-2014 Regular Season,4/11/14,Elliot Williams,Philadelphia,Memphis,R,28.67,6,11,1,2,0,1,1,1,2,4,2,1,3,0,13
2013-2014 Regular Season,4/11/14,Jarvis Varnado,Philadelphia,Memphis,R,17.92,2,3,0,0,2,2,0,1,1,1,5,0,1,0,6
2013-2014 Regular Season,4/11/14,Tony Wroten,Philadelphia,Memphis,R,20.5,6,14,0,3,6,8,2,0,2,3,3,1,1,0,18
2013-2014 Regular Season,4/11/14,Byron Mullens,Philadelphia,Memphis,R,17.74,2,6,1,4,0,2,0,4,4,0,3,1,0,0,5
2013-2014 Regular Season,4/11/14,Brandon Davies,Philadelphia,Memphis,R,9.02,1,4,0,0,0,0,2,4,6,0,0,1,1,1,2
2013-2014 Regular Season,4/11/14,Adonis Thomas,Philadelphia,Memphis,R,7.89,2,3,0,0,0,0,0,0,0,0,1,0,1,0,4
2013-2014 Regular Season,4/11/14,Casper Ware,Philadelphia,Memphis,R,5.5,1,2,0,0,2,2,0,1,1,0,1,2,1,0,4
2013-2014 Regular Season,4/11/14,James Johnson,Memphis,Philadelphia,H,25.2,4,8,0,1,2,2,2,4,6,2,1,0,2,1,10
2013-2014 Regular Season,4/11/14,Zach Randolph,Memphis,Philadelphia,H,29.42,4,12,0,0,2,2,4,7,11,4,2,1,2,2,10
2013-2014 Regular Season,4/11/14,Marc Gasol,Memphis,Philadelphia,H,30.64,9,12,1,1,2,3,0,10,10,2,0,0,1,2,21
2013-2014 Regular Season,4/11/14,Courtney Lee,Memphis,Philadelphia,H,22.57,3,6,0,2,3,3,0,2,2,1,1,1,1,0,9
2013-2014 Regular Season,4/11/14,Mike Conley,Memphis,Philadelphia,H,23.34,0,3,0,1,2,2,0,4,4,8,0,1,3,0,2
2013-2014 Regular Season,4/11/14,Tony Allen,Memphis,Philadelphia,H,18.1,5,7,0,1,5,7,0,2,2,2,2,2,0,0,15
2013-2014 Regular Season,4/11/14,Nick Calathes,Memphis,Philadelphia,H,24.72,3,7,0,1,6,9,1,4,5,4,2,2,3,0,12
2013-2014 Regular Season,4/11/14,Ed Davis,Memphis,Philadelphia,H,17.1,1,2,0,0,0,2,1,2,3,1,4,0,1,1,2
2013-2014 Regular Season,4/11/14,Mike Miller,Memphis,Philadelphia,H,19.94,8,11,3,4,0,0,0,1,1,1,0,0,1,0,19
2013-2014 Regular Season,4/11/14,Kosta Koufos,Memphis,Philadelphia,H,12.62,2,6,0,0,2,2,1,1,2,2,1,0,1,2,6
2013-2014 Regular Season,4/11/14,Jon Leuer,Memphis,Philadelphia,H,6.19,1,3,0,1,0,0,1,1,2,0,2,1,0,0,2
2013-2014 Regular Season,4/11/14,Beno Udrih,Memphis,Philadelphia,H,5.5,2,2,0,0,0,0,0,0,0,1,0,0,1,0,4
2013-2014 Regular Season,4/11/14,Jamaal Franklin,Memphis,Philadelphia,H,4.7,2,2,1,1,0,0,0,1,1,0,0,0,0,0,5
2013-2014 Regular Season,4/11/14,Chandler Parsons,Houston,Minnesota,R,42.64,11,19,4,8,1,2,2,5,7,7,2,4,3,0,27
2013-2014 Regular Season,4/11/14,Terrence Jones,Houston,Minnesota,R,29.27,5,11,0,0,0,0,5,3,8,1,3,0,2,2,10
2013-2014 Regular Season,4/11/14,Omer Asik,Houston,Minnesota,R,24.39,3,7,0,0,3,4,6,9,15,0,5,1,1,2,9
2013-2014 Regular Season,4/11/14,James Harden,Houston,Minnesota,R,46.15,7,14,4,5,15,19,1,7,8,10,5,6,5,0,33
2013-2014 Regular Season,4/11/14,Jeremy Lin,Houston,Minnesota,R,24.44,3,10,3,6,5,6,0,4,4,1,5,0,5,0,14
2013-2014 Regular Season,4/11/14,Donatas Motiejunas,Houston,Minnesota,R,13.45,2,5,0,0,0,2,1,3,4,0,5,0,1,0,4
2013-2014 Regular Season,4/11/14,Isaiah Canaan,Houston,Minnesota,R,4.37,0,2,0,2,0,0,0,1,1,0,1,0,0,0,0
2013-2014 Regular Season,4/11/14,Francisco Garcia,Houston,Minnesota,R,33.24,2,8,0,2,0,0,0,1,1,1,4,0,0,0,4
2013-2014 Regular Season,4/11/14,Omri Casspi,Houston,Minnesota,R,22.09,3,7,0,2,3,3,0,4,4,2,2,1,3,0,9
2013-2014 Regular Season,4/11/14,Robbie Hummel,Minnesota,Houston,H,29.45,2,8,1,3,0,0,1,1,2,3,2,1,0,0,5
2013-2014 Regular Season,4/11/14,Dante Cunningham,Minnesota,Houston,H,41.72,7,15,0,0,6,10,4,9,13,1,4,1,0,3,20
2013-2014 Regular Season,4/11/14,Gorgui Dieng,Minnesota,Houston,H,38,6,13,0,0,0,0,10,10,20,3,3,2,3,2,12
2013-2014 Regular Season,4/11/14,Corey Brewer,Minnesota,Houston,H,44.89,19,30,2,6,11,15,1,1,2,1,4,6,2,1,51
2013-2014 Regular Season,4/11/14,Ricky Rubio,Minnesota,Houston,H,39.95,5,16,0,1,6,11,0,5,5,10,5,1,6,0,16
2013-2014 Regular Season,4/11/14,Luc Mbah a Moute,Minnesota,Houston,H,27.29,1,8,0,1,2,2,2,4,6,1,3,1,3,2,4
2013-2014 Regular Season,4/11/14,Ronny Turiaf,Minnesota,Houston,H,7.55,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0
2013-2014 Regular Season,4/11/14,Jose Barea,Minnesota,Houston,H,11.17,1,3,0,1,2,2,0,1,1,3,0,1,1,0,4
2013-2014 Regular Season,4/11/14,Darius Miller,New Orleans,Oklahoma City,R,30.74,7,13,2,5,2,2,0,0,0,3,2,1,1,0,18
2013-2014 Regular Season,4/11/14,Jeff Withey,New Orleans,Oklahoma City,R,25.09,4,12,0,0,0,2,4,1,5,1,2,0,0,0,8
2013-2014 Regular Season,4/11/14,Greg Stiemsma,New Orleans,Oklahoma City,R,25.22,0,1,0,1,1,2,0,4,4,1,2,1,1,2,1
2013-2014 Regular Season,4/11/14,Austin Rivers,New Orleans,Oklahoma City,R,40.37,7,13,2,2,2,3,0,8,8,5,4,1,2,0,18
2013-2014 Regular Season,4/11/14,Tyreke Evans,New Orleans,Oklahoma City,R,20.94,5,11,1,2,2,2,0,1,1,6,0,0,2,0,13
2013-2014 Regular Season,4/11/14,Alexis Ajinca,New Orleans,Oklahoma City,R,22.27,4,11,0,0,4,4,2,4,6,0,5,0,2,1,12
2013-2014 Regular Season,4/11/14,Anthony Morrow,New Orleans,Oklahoma City,R,24.4,1,9,1,1,2,2,0,2,2,2,2,1,2,0,5
2013-2014 Regular Season,4/11/14,Al-Farouq Aminu,New Orleans,Oklahoma City,R,14.82,1,2,0,1,0,0,0,0,0,1,1,0,2,0,2
2013-2014 Regular Season,4/11/14,Brian Roberts,New Orleans,Oklahoma City,R,7.64,0,4,0,1,2,2,1,0,1,0,1,0,0,0,2
2013-2014 Regular Season,4/11/14,Luke Babbitt,New Orleans,Oklahoma City,R,19.04,2,3,1,2,0,0,1,4,5,5,1,0,0,0,5
2013-2014 Regular Season,4/11/14,James Southerland,New Orleans,Oklahoma City,R,9.52,4,7,2,3,0,0,0,3,3,0,0,0,0,1,10
2013-2014 Regular Season,4/11/14,Kevin Durant,Oklahoma City,New Orleans,H,30.3,10,18,0,2,7,9,1,5,6,5,1,1,1,2,27
2013-2014 Regular Season,4/11/14,Serge Ibaka,Oklahoma City,New Orleans,H,29.55,6,8,0,0,4,4,2,8,10,0,3,0,2,8,16
2013-2014 Regular Season,4/11/14,Kendrick Perkins,Oklahoma City,New Orleans,H,17.57,1,3,0,0,0,0,0,5,5,1,2,1,0,0,2
2013-2014 Regular Season,4/11/14,Thabo Sefolosha,Oklahoma City,New Orleans,H,20.55,1,2,0,1,0,0,0,4,4,2,4,0,2,0,2
2013-2014 Regular Season,4/11/14,Russell Westbrook,Oklahoma City,New Orleans,H,28.25,10,17,0,2,4,4,2,3,5,7,2,0,1,1,24
2013-2014 Regular Season,4/11/14,Nick Collison,Oklahoma City,New Orleans,H,15.94,2,4,0,0,2,3,2,2,4,0,0,1,3,0,6
2013-2014 Regular Season,4/11/14,Caron Butler,Oklahoma City,New Orleans,H,19.89,2,5,1,2,0,0,0,4,4,2,1,2,0,0,5
2013-2014 Regular Season,4/11/14,Reggie Jackson,Oklahoma City,New Orleans,H,23.84,3,8,1,2,4,4,0,4,4,8,3,1,1,1,11
2013-2014 Regular Season,4/11/14,Derek Fisher,Oklahoma City,New Orleans,H,16.64,2,2,1,1,0,0,0,2,2,2,1,2,0,0,5
2013-2014 Regular Season,4/11/14,Perry Jones,Oklahoma City,New Orleans,H,14.54,2,6,1,2,0,0,1,1,2,0,0,0,0,0,5
2013-2014 Regular Season,4/11/14,Steven Adams,Oklahoma City,New Orleans,H,10.14,2,2,0,0,0,1,0,1,1,0,1,0,0,0,4
2013-2014 Regular Season,4/11/14,Jeremy Lamb,Oklahoma City,New Orleans,H,8.67,3,6,1,1,2,2,0,0,0,1,2,0,0,0,9
2013-2014 Regular Season,4/11/14,Hasheem Thabeet,Oklahoma City,New Orleans,H,4.17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
